story,character, appearing lines
4d85263e-3fa4-4fe7-8344-3d8caff5f037,Puppy,"[1, 2, 3]"
9e956b8f-a88a-41ee-9ff5-81a4416ad3e2,Brother,"[2, 4]"
9e956b8f-a88a-41ee-9ff5-81a4416ad3e2,Gina,"[1, 3, 4, 5]"
9e956b8f-a88a-41ee-9ff5-81a4416ad3e2,Joe,"[2, 3, 4, 5]"
9e956b8f-a88a-41ee-9ff5-81a4416ad3e2,Store,"[1, 4]"
e597d8e6-3b4b-4cd0-82b2-5e513656dfad,I (myself),"[1, 3]"
e597d8e6-3b4b-4cd0-82b2-5e513656dfad,Installers,"[4]"
e597d8e6-3b4b-4cd0-82b2-5e513656dfad,Sister-in-law,"[3]"
e597d8e6-3b4b-4cd0-82b2-5e513656dfad,Carpet layers,"[2, 4]"
e597d8e6-3b4b-4cd0-82b2-5e513656dfad,Wife,"[1]"
2fec96b3-b9f7-4a3c-9cc5-a41d10bc4750,Sam's friends,"[4, 5]"
2fec96b3-b9f7-4a3c-9cc5-a41d10bc4750,Sam,"[1, 2, 3, 4]"
d2fe3cce-0cff-4a60-90da-c1a1874af9bb,I (myself),"[1, 2, 4, 5]"
d2fe3cce-0cff-4a60-90da-c1a1874af9bb,My husband,"[1, 5]"
d2fe3cce-0cff-4a60-90da-c1a1874af9bb,My friend,"[2]"
f08a8dc5-4cf1-4ae1-9cd7-4585ca3dda41,Eli,"[1, 2, 3, 4, 5]"
d42e8a27-4483-4746-9d98-db1101a5af0f,I (myself),"[1, 2, 3, 4, 5]"
6d330d01-b7be-4400-ab25-bff3d10463e2,I (myself),"[1, 2, 3, 4, 5]"
b0225645-a150-4972-abc9-1868cd3b8707,Girl,"[1, 2, 3, 4, 5]"
b0225645-a150-4972-abc9-1868cd3b8707,Teacher,"[2]"
a8d46f85-f8c6-4b0f-8ef0-4d86ec706396,Orchestra,"[3]"
a8d46f85-f8c6-4b0f-8ef0-4d86ec706396,Conductor,"[4]"
a8d46f85-f8c6-4b0f-8ef0-4d86ec706396,Adam,"[1, 2, 3, 4, 5]"
fd49273a-86f2-44f4-a515-36400762143d,I (myself),"[1, 2, 3, 4, 5]"
b8334bf6-d30a-416e-97a8-42d5ea500ff0,Jodi,"[1, 2, 3, 4, 5]"
b8334bf6-d30a-416e-97a8-42d5ea500ff0,People,"[2]"
0b7e99da-c058-4515-bad8-72378a70cb6c,Jared,"[1, 2, 3, 4, 5]"
f4406f9f-d168-4064-b6ff-51aa5e3f001a,Her husband,"[2, 3, 4]"
f4406f9f-d168-4064-b6ff-51aa5e3f001a,Christy,"[1, 2, 3, 4, 5]"
97e41e61-dad6-4659-89f4-047460f5f17e,I (myself),"[2, 4, 5]"
97e41e61-dad6-4659-89f4-047460f5f17e,My nephews,"[2, 3, 4, 5]"
97e41e61-dad6-4659-89f4-047460f5f17e,The circus,"[1, 3, 5]"
7d025037-6c3b-48f3-b60f-a6d9f7b5d9a2,Callie,"[1, 2, 3, 4, 5]"
f4ef2e16-5f2f-4981-8a6e-54ca66f0d45d,Swarthanger,"[1, 2, 3, 4]"
f4ef2e16-5f2f-4981-8a6e-54ca66f0d45d,A man,"[2, 3, 4, 5]"
e1cf25df-f8ef-422c-8f49-aa69362d2939,Betty,"[1, 2, 3, 4, 5]"
7350a1b0-fec2-4946-b333-86517c57d5fb,Tina,"[1, 2, 3, 4, 5]"
7350a1b0-fec2-4946-b333-86517c57d5fb,Doctor,"[2, 4]"
e836653e-1ff3-4d59-8093-74088f401cb2,The boys,"[1, 2, 3, 5]"
009ded67-893c-44c0-93f1-a5dd98b69327,Daniel,"[1, 2, 3, 4, 5]"
2acbfaa8-73b8-4589-b551-d341a927dde7,I (myself),"[1, 2, 4]"
2acbfaa8-73b8-4589-b551-d341a927dde7,Person,"[3, 5]"
4a7b7561-43b8-40eb-9a28-12bc32d18fa6,The fbi,"[4]"
4a7b7561-43b8-40eb-9a28-12bc32d18fa6,Bo,"[1, 2, 3, 4, 5]"
4a7b7561-43b8-40eb-9a28-12bc32d18fa6,The kkk,"[3]"
7ae0ee05-df8c-40d4-99f3-a4a4d24fc354,John,"[1, 2, 3, 4, 5]"
7ae0ee05-df8c-40d4-99f3-a4a4d24fc354,Class,"[1]"
7ae0ee05-df8c-40d4-99f3-a4a4d24fc354,Office,"[4]"
5b5d3a01-be37-49c0-bc1a-b93e6d91dea1,Chloe,"[1, 2, 3, 4, 5]"
40f91cf4-ba42-4056-ba4b-7a576bd9b7cf,Kimberley,"[1, 2, 3, 4, 5]"
ab10c459-70a6-4ed8-b3a3-a7a3ccd31c10,Michael,"[1, 2, 3, 4, 5]"
b30fc030-fed0-4eca-8a13-51496d9dc7a4,Eliza,"[1, 2, 3, 4, 5]"
b30fc030-fed0-4eca-8a13-51496d9dc7a4,Cockroach,"[5]"
fb741c38-27ab-4cc4-a56b-d71008447d4a,Ava,"[1, 2, 3, 4, 5]"
22f46c7c-8398-43be-9abc-9f40dd8281a9,Man,"[1, 3, 4]"
80b98df2-842f-42e8-9513-46194908b7ec,Jim,"[1, 2, 4, 5]"
31b7e24a-ecb8-46b5-bd04-e9dfc1532bf4,I (myself),"[1, 2, 5]"
31b7e24a-ecb8-46b5-bd04-e9dfc1532bf4,Friends,"[1, 2, 4]"
74ed9965-1137-4533-b285-af1c06b5003e,Jill,"[1, 2, 3, 4, 5]"
85bb2364-b82b-4809-89f4-c57a28ad8a67,Celebrities,"[5]"
85bb2364-b82b-4809-89f4-c57a28ad8a67,Susie,"[1, 2, 3, 4, 5]"
4cb7fb05-9e3f-4a39-b373-f1cf4fa6b730,Yara,"[1, 2, 3, 4, 5]"
4cb7fb05-9e3f-4a39-b373-f1cf4fa6b730,Sister,"[5]"
4cb7fb05-9e3f-4a39-b373-f1cf4fa6b730,Family,"[3, 4]"
f3f75eef-37c1-4b31-adf8-3f4d8130edd8,Megan's,"[1, 3, 4, 5]"
f3f75eef-37c1-4b31-adf8-3f4d8130edd8,Spot,"[1, 3, 5]"
77dbe8ec-dc94-43b7-88e8-5c0af1ec9a58,Jackson,"[1, 2, 3, 4, 5]"
7daf29de-e81b-47c8-83d4-32bc5535db36,Jill,"[1, 2, 3, 4, 5]"
7daf29de-e81b-47c8-83d4-32bc5535db36,Spiders,"[1, 2, 4]"
9a2d64c8-0271-4892-a1a4-f7cf8b40300d,Elsa,"[1, 2, 3, 4, 5]"
a2fa2127-72db-47ce-93af-d0908f6ca92d,Fred,"[1, 2, 4, 5]"
5f1aeb03-baa8-49fc-bd51-4eebb16bd1aa,Kristi,"[1, 2, 3, 4, 5]"
5f1aeb03-baa8-49fc-bd51-4eebb16bd1aa,Mountain lion,"[3]"
7355a90c-da82-4576-85db-0cb5ad74ccd4,Greg,"[1, 2, 3, 4, 5]"
7355a90c-da82-4576-85db-0cb5ad74ccd4,Doctor,"[3, 4]"
63f7da4e-2f69-4908-995f-5229382f09b9,I (myself),"[2, 3, 4, 5]"
63f7da4e-2f69-4908-995f-5229382f09b9,My wife,"[4]"
e6893a57-4572-41e7-a384-85fb51339872,I (myself),"[1, 2, 3, 4]"
e6893a57-4572-41e7-a384-85fb51339872,The owner,"[1, 2, 3, 5]"
9e4a7e07-8a3c-49c3-9635-5eec8dc548c5,Bob,"[1, 2, 3, 4, 5]"
7759f896-0e9b-435b-a993-612371200762,I (myself),"[1, 2, 3, 4, 5]"
7759f896-0e9b-435b-a993-612371200762,Instructor,"[1, 5]"
20698a99-e804-40f7-805f-aa9f3e019b5d,The hospital,"[3]"
20698a99-e804-40f7-805f-aa9f3e019b5d,Bear,"[2]"
20698a99-e804-40f7-805f-aa9f3e019b5d,Henderson,"[1, 2, 3, 4, 5]"
9454b10b-c10c-46c5-9db2-e3f63bbb6c15,Record producer,"[4]"
9454b10b-c10c-46c5-9db2-e3f63bbb6c15,Elle,"[1, 2, 3, 4, 5]"
b4a25944-d3d1-4720-8682-6b22f95cee36,Doctor,"[1, 2, 3, 5]"
b4a25944-d3d1-4720-8682-6b22f95cee36,I (myself),"[2, 3, 4]"
66d5a536-d20e-45b4-a2fd-9f6892f2ce31,Narci,"[1, 2, 3, 4, 5]"
66d5a536-d20e-45b4-a2fd-9f6892f2ce31,Friends,"[4, 5]"
bafa2310-3d58-4d4c-bc81-d0f00325edf5,Cindy,"[1, 2, 3, 4]"
bafa2310-3d58-4d4c-bc81-d0f00325edf5,Bobby,"[1, 2, 3, 4, 5]"
29cdf245-f381-428a-82b7-d66e5670ce84,Devon,"[1, 2, 3, 4, 5]"
29cdf245-f381-428a-82b7-d66e5670ce84,Thief,"[4]"
e64f4ee4-eed2-4100-b567-403de3e3e829,I (myself),"[4]"
e64f4ee4-eed2-4100-b567-403de3e3e829,My father,"[1, 5]"
e64f4ee4-eed2-4100-b567-403de3e3e829,Gardener,"[1]"
c58b5569-228a-4d7c-89c7-438e7788da37,I (myself),"[1, 3, 5]"
c58b5569-228a-4d7c-89c7-438e7788da37,Support person,"[4, 5]"
c58b5569-228a-4d7c-89c7-438e7788da37,Automated voice,"[2]"
ea3fc911-c7ae-4de4-8533-f90f10d2ef59,International company,"[1]"
ea3fc911-c7ae-4de4-8533-f90f10d2ef59,Family,"[5]"
ea3fc911-c7ae-4de4-8533-f90f10d2ef59,Brad,"[1, 2, 3, 4, 5]"
ac963722-58e1-4b2b-971c-0cc72724d630,Jerry,"[1, 2]"
ac963722-58e1-4b2b-971c-0cc72724d630,Kim,"[1, 2, 3, 4, 5]"
ac963722-58e1-4b2b-971c-0cc72724d630,Bundle of puppy fur,"[4]"
05c4c52e-9628-49a4-8fb6-fa84a748c92f,Sue,"[1, 2, 3, 4, 5]"
05c4c52e-9628-49a4-8fb6-fa84a748c92f,Mother,"[1, 4, 5]"
6f1d75ca-a353-4808-a22e-9561cff59bc6,Tom,"[1, 2, 3, 4, 5]"
6a8b85d1-e91d-4af9-bc1c-38c7abbff82b,Martha,"[1, 2, 3, 4]"
fb78ea84-1204-4d08-8d58-a2fb469f0bd9,New friends,"[2, 3, 4]"
fb78ea84-1204-4d08-8d58-a2fb469f0bd9,Mary,"[1, 2, 3, 5]"
e0b0182e-f62c-4124-ad3d-b51fbad05b51,Neighbors,"[3, 4, 5]"
e0b0182e-f62c-4124-ad3d-b51fbad05b51,Lorpen lapp,"[1, 2, 3, 4]"
e0b0182e-f62c-4124-ad3d-b51fbad05b51,Housing authority,"[4]"
f1f25933-8bdb-489b-97fb-676684ab173d,Carly,"[1, 2, 3, 4, 5]"
f1f25933-8bdb-489b-97fb-676684ab173d,Her kids,"[1]"
f1f25933-8bdb-489b-97fb-676684ab173d,Her daughter,"[2, 3, 4, 5]"
7308e808-c0ec-46bb-87b8-4a87a1916a6d,Paul,"[1, 2, 3, 4, 5]"
7308e808-c0ec-46bb-87b8-4a87a1916a6d,The school,"[1]"
7308e808-c0ec-46bb-87b8-4a87a1916a6d,The drama banquet,"[5]"
d343d29a-b6df-4ac7-9818-7c926b1909a2,Others,"[3]"
d343d29a-b6df-4ac7-9818-7c926b1909a2,Friends,"[2, 3]"
d343d29a-b6df-4ac7-9818-7c926b1909a2,Mark,"[1, 2, 3, 4, 5]"
1f470441-f792-4cae-9cf0-52647be05bbb,Max,"[1, 2, 4, 5]"
1f470441-f792-4cae-9cf0-52647be05bbb,Fido,"[1, 2, 3, 4, 5]"
1f470441-f792-4cae-9cf0-52647be05bbb,Kittens,"[5]"
b9160eaa-6425-47fb-9990-adcc4c1d5c39,Doctor,"[3]"
f8fa7ade-afa7-49d2-90f4-5b5200aebf2d,Someone,"[4]"
f8fa7ade-afa7-49d2-90f4-5b5200aebf2d,Ben,"[1, 2, 3, 4, 5]"
f8fa7ade-afa7-49d2-90f4-5b5200aebf2d,Sam,"[2, 3]"
e8ef4b15-1686-4b41-a4a2-dfc64d554265,Anthony,"[3, 4]"
e8ef4b15-1686-4b41-a4a2-dfc64d554265,Becky,"[1, 2, 5]"
e8ef4b15-1686-4b41-a4a2-dfc64d554265,Wendy,"[1, 2, 3, 4, 5]"
f202550b-36cc-4337-aed8-db4e9e4235c5,Natalie,"[1, 2, 3, 4]"
d7a4f462-1ba9-4ca6-946d-4ef954076412,His favorite band,"[2, 4, 5]"
d7a4f462-1ba9-4ca6-946d-4ef954076412,Henry,"[1, 2, 4]"
0c949f8f-fa09-4334-a9a2-ba62342715f3,Went,"[3]"
0c949f8f-fa09-4334-a9a2-ba62342715f3,Family,"[1, 2, 3, 4, 5]"
0c949f8f-fa09-4334-a9a2-ba62342715f3,Mom,"[3]"
3db97b92-0eb4-430c-8cc2-f2867fd6d669,Everyone,"[4]"
3db97b92-0eb4-430c-8cc2-f2867fd6d669,Terry,"[1, 2, 3, 4, 5]"
09109c04-48bd-4714-b36b-08137ff3c332,Workers,"[4]"
09109c04-48bd-4714-b36b-08137ff3c332,Jim,"[1, 2, 3, 4, 5]"
8fae6b2e-00e2-4f8a-8231-ca67cae540e0,I (myself),"[1, 2, 3, 4, 5]"
8fae6b2e-00e2-4f8a-8231-ca67cae540e0,Key west,"[1, 3, 5]"
5e92fd7d-1d39-4d28-a454-970b92926f2d,Dad,"[2, 3, 4, 5]"
5e92fd7d-1d39-4d28-a454-970b92926f2d,Alex,"[1, 2, 3, 4, 5]"
829e7a3c-c558-4901-a3b6-260bb6a9eb0c,Luna,"[1, 2, 3, 4, 5]"
829e7a3c-c558-4901-a3b6-260bb6a9eb0c,Boyfriend,"[5]"
2ffefd38-a5e5-4f0f-b3f3-676f7a724f9a,Edna,"[1, 2, 4, 5]"
664d2ee0-b3a2-4240-896d-ae21cca6aa6f,Juan,"[1, 2, 3, 4, 5]"
c70da2e4-d59f-4ce5-ab6e-52641e121a8a,Strange man,"[3]"
c70da2e4-d59f-4ce5-ab6e-52641e121a8a,Muriel's parents,"[5]"
c70da2e4-d59f-4ce5-ab6e-52641e121a8a,Muriel's sister,"[1, 2, 3, 4, 5]"
c70da2e4-d59f-4ce5-ab6e-52641e121a8a,Muriel,"[1, 2, 3, 4, 5]"
e3f27194-36c4-4e3c-ab7a-b50760891259,Aaron,"[1, 2]"
e3f27194-36c4-4e3c-ab7a-b50760891259,Everyone,"[5]"
8f4aca3e-dc44-4f43-a084-cfa0a22913b0,Her doctor,"[4]"
8f4aca3e-dc44-4f43-a084-cfa0a22913b0,Amanda,"[1, 2, 3, 4, 5]"
595fddf7-d25e-460c-a258-fc3976c756b9,Uniform shop,"[3]"
595fddf7-d25e-460c-a258-fc3976c756b9,His mom,"[1, 3, 4, 5]"
595fddf7-d25e-460c-a258-fc3976c756b9,Noah,"[1, 2, 3, 4, 5]"
eda9f2ae-8c7f-439a-8789-414fd9592db5,Georgie's wife,"[3, 4, 5]"
eda9f2ae-8c7f-439a-8789-414fd9592db5,Georgie,"[1, 2, 3, 4, 5]"
41488d46-3ace-4f0c-b425-3c8a30a5afae,Staff member,"[3]"
41488d46-3ace-4f0c-b425-3c8a30a5afae,Students,"[4]"
41488d46-3ace-4f0c-b425-3c8a30a5afae,Another teacher,"[5]"
41488d46-3ace-4f0c-b425-3c8a30a5afae,Professor banns,"[1, 2, 3, 4]"
41488d46-3ace-4f0c-b425-3c8a30a5afae,Staff,"[4]"
969ad91d-2035-4b92-96b1-9380803c1bd6,Sara,"[1, 2, 3, 4, 5]"
a69457cf-3906-4690-8978-ce362e6cc3d4,Timmy,"[1, 2, 3, 4, 5]"
a69457cf-3906-4690-8978-ce362e6cc3d4,Mom,"[3, 4]"
97bd8257-da19-4ed4-9826-a74e5df6a39a,Management,"[5]"
97bd8257-da19-4ed4-9826-a74e5df6a39a,Tina,"[1, 2, 4, 5]"
454e10a3-11a6-4fa2-8f67-1a62c6b8c8aa,I (myself),"[1, 2, 3, 5]"
c113ab68-3a0f-43f4-9b9d-194e65bcc5b4,I (myself),"[1, 2, 3, 4, 5]"
c113ab68-3a0f-43f4-9b9d-194e65bcc5b4,Doctor,"[3]"
5e749112-3a90-4244-9fe1-a6ad5cee945a,Wife,"[4, 5]"
5e749112-3a90-4244-9fe1-a6ad5cee945a,Man,"[1, 3, 4, 5]"
18072861-ddc7-41a2-9672-db6ba665173b,Nana,"[1, 2, 4, 5]"
18072861-ddc7-41a2-9672-db6ba665173b,Lily,"[1, 2, 3, 5]"
0a552da0-011c-40c5-aca1-3049fec632b3,Alfred,"[1, 2, 3, 4, 5]"
a10a0f59-6553-4b1e-8f61-37cc156ed259,Gena,"[1, 2, 3, 4, 5]"
b7413d44-bbb4-4cdb-8eeb-6e879b0b5edb,Male strippers,"[5]"
b7413d44-bbb4-4cdb-8eeb-6e879b0b5edb,Roger rumface,"[1, 3, 4, 5]"
b7413d44-bbb4-4cdb-8eeb-6e879b0b5edb,Man,"[4]"
1179ad64-b31f-4f27-9f2d-d95910f382f2,Friends,"[3]"
1179ad64-b31f-4f27-9f2d-d95910f382f2,Family,"[3]"
1179ad64-b31f-4f27-9f2d-d95910f382f2,David,"[1, 2, 3, 4, 5]"
015fef8a-03f6-4bc9-9007-6b990ba1b5e6,Jewelry store,"[2, 3, 4, 5]"
015fef8a-03f6-4bc9-9007-6b990ba1b5e6,His wife,"[1]"
015fef8a-03f6-4bc9-9007-6b990ba1b5e6,Michael,"[1, 2, 3, 4, 5]"
015fef8a-03f6-4bc9-9007-6b990ba1b5e6,Jeweler,"[3]"
ac266e91-a33c-415a-b407-c7631cf11bf6,I (myself),"[1, 2, 3, 5]"
ac266e91-a33c-415a-b407-c7631cf11bf6,Kardashians,"[4]"
04d76578-1e77-4d2b-9262-2892033226e5,John,"[1, 3, 4, 5]"
947ae2e4-45e0-4c84-911e-0ec21d6c92fa,Bridal party,"[1]"
947ae2e4-45e0-4c84-911e-0ec21d6c92fa,Wedding,"[1, 2]"
947ae2e4-45e0-4c84-911e-0ec21d6c92fa,Stores,"[3, 4]"
947ae2e4-45e0-4c84-911e-0ec21d6c92fa,Fifth store,"[5]"
947ae2e4-45e0-4c84-911e-0ec21d6c92fa,Marissa,"[1, 2, 3, 4, 5]"
abc96a9e-fba1-41d7-88e3-efbcd0ae49d0,Heather,"[1, 2, 3, 4, 5]"
abc96a9e-fba1-41d7-88e3-efbcd0ae49d0,Friend,"[3, 5]"
89cd0f74-dcc0-460c-acf8-5c0a1858f8b4,Old man,"[1, 2, 3, 4, 5]"
c6323f63-8cd6-4c98-8718-8846a1f5db2c,Jake,"[1, 2, 3, 4, 5]"
2d2c656d-a7d2-459f-8327-294a02e7cf32,Lea,"[1, 2, 3, 5]"
2d2c656d-a7d2-459f-8327-294a02e7cf32,Ann,"[4]"
2d2c656d-a7d2-459f-8327-294a02e7cf32,Poor girl,"[3]"
2d2c656d-a7d2-459f-8327-294a02e7cf32,Her father,"[1]"
2d2c656d-a7d2-459f-8327-294a02e7cf32,Ballet school,"[3]"
2daadfab-fe13-4e26-93dc-5f47a4b4450b,Tina,"[1, 2, 3, 4, 5]"
065be5f8-96ea-4f86-b698-c5015b390f1e,Bob,"[1, 2, 3, 4, 5]"
e8c5dd0a-5110-445f-9913-a7f12121616e,Animals,"[3]"
e8c5dd0a-5110-445f-9913-a7f12121616e,Ralph,"[1, 2, 3, 4, 5]"
e8c5dd0a-5110-445f-9913-a7f12121616e,Family,"[1]"
1b98ff12-138a-4acc-9192-f44c85cc7137,Authorities,"[4, 5]"
1b98ff12-138a-4acc-9192-f44c85cc7137,Jared,"[1, 2, 3, 4, 5]"
1b98ff12-138a-4acc-9192-f44c85cc7137,Officers,"[5]"
cdc60d41-18c1-4b2a-b2e7-75564e7798a5,Cayla,"[1, 2, 3, 4, 5]"
28aa4ce4-8cba-45e4-9169-e73586fcf6c6,Cook,"[1, 3, 4, 5]"
24885401-006b-4abe-97b6-508a3d1ba714,I (myself),"[1, 2, 3, 4, 5]"
24885401-006b-4abe-97b6-508a3d1ba714,Snowman,"[1, 2, 3, 4]"
35b6811c-aa29-4827-bd1c-8495b09c091b,I (myself),"[1, 2, 3, 4, 5]"
35b6811c-aa29-4827-bd1c-8495b09c091b,Joe,"[1, 5]"
374b88f4-6b01-4838-bcd9-f601109a1870,Students,"[2, 4]"
374b88f4-6b01-4838-bcd9-f601109a1870,Marsha,"[1, 2, 3, 5]"
374b88f4-6b01-4838-bcd9-f601109a1870,Teacher,"[5]"
4a8b4926-4e5e-49b9-afd8-de127028647e,Judge,"[4]"
4a8b4926-4e5e-49b9-afd8-de127028647e,Defendant,"[2, 3, 4, 5]"
f2997ef5-4deb-4afe-b7ff-a4810f66d1f1,Kia,"[1, 2, 4, 5]"
f2997ef5-4deb-4afe-b7ff-a4810f66d1f1,Friends,"[2]"
c954c395-5b56-471f-8e16-80cf7ee1d41b,A friend,"[2]"
c954c395-5b56-471f-8e16-80cf7ee1d41b,Riley,"[1, 2, 4, 5]"
5d49f91f-e758-422e-ad1f-8afc4f237b2e,Nancy,"[1, 2, 3, 4, 5]"
8de36a50-0c50-4bae-9ccd-5f90c9657e70,Travis,"[1, 2, 3, 4, 5]"
8de36a50-0c50-4bae-9ccd-5f90c9657e70,Sales associate,"[5]"
ac90f4bb-8d48-43f0-a435-e4111fd46051,Baby,"[1]"
ac90f4bb-8d48-43f0-a435-e4111fd46051,Kary,"[1, 2, 3, 5]"
ac90f4bb-8d48-43f0-a435-e4111fd46051,Kary's husband,"[2, 5]"
ac90f4bb-8d48-43f0-a435-e4111fd46051,Kary's kids,"[2]"
f93c9c81-f047-4c53-8b6d-b70f2ea4e00f,Lulu,"[1, 3, 4, 5]"
f93c9c81-f047-4c53-8b6d-b70f2ea4e00f,Lulu's friend,"[1]"
cefaf9d9-0090-4c7e-bde5-187d9d0f4313,Alice,"[1, 2, 3, 4, 5]"
cefaf9d9-0090-4c7e-bde5-187d9d0f4313,A few friends,"[4, 5]"
774a5757-cfbc-41c5-8ffd-3c719c5eb6ca,Marissa,"[1, 2, 3, 4, 5]"
3b53ce7b-abbb-4555-8bca-e6c771cb3523,Company,"[4]"
3b53ce7b-abbb-4555-8bca-e6c771cb3523,Jim,"[1, 2, 3, 4, 5]"
3b53ce7b-abbb-4555-8bca-e6c771cb3523,Friends,"[2]"
6f87410b-00fb-4d78-bfef-6e07264aec7b,Jake,"[1, 2, 4, 5]"
6f87410b-00fb-4d78-bfef-6e07264aec7b,His mom,"[2, 3, 5]"
6f87410b-00fb-4d78-bfef-6e07264aec7b,Rabbit,"[1, 2]"
e056f45d-8445-4b6a-9e4f-4684c6ffa47b,The instructor,"[3]"
e056f45d-8445-4b6a-9e4f-4684c6ffa47b,Timmy,"[1, 2, 4, 5]"
611a25d6-55c0-4496-969b-30598046c2c4,Two kittens,"[1, 2, 3, 4, 5]"
611a25d6-55c0-4496-969b-30598046c2c4,A friend,"[1]"
62e2d370-6341-4b32-ae21-1e593ad7b6a9,Daryl,"[1, 2, 3, 4, 5]"
62e2d370-6341-4b32-ae21-1e593ad7b6a9,The barista,"[3, 4]"
62406f8a-171a-4aa7-a516-27efef0f299c,Gina,"[1, 2, 3, 5]"
62406f8a-171a-4aa7-a516-27efef0f299c,Gina's sisters,"[1, 3, 4]"
07c4646d-5b94-4432-9795-2a74dca2e73d,Good guys,"[2, 5]"
07c4646d-5b94-4432-9795-2a74dca2e73d,Thomas,"[1, 3, 4]"
07c4646d-5b94-4432-9795-2a74dca2e73d,Grandson,"[3, 5]"
07c4646d-5b94-4432-9795-2a74dca2e73d,Others,"[2]"
7dea78cf-0a86-423b-a9e4-a66203357f14,Bill,"[1, 2, 3, 4, 5]"
122a23b7-b502-430d-bf8c-101d89172cc1,Dad,"[1]"
122a23b7-b502-430d-bf8c-101d89172cc1,I (myself),"[2, 5]"
122a23b7-b502-430d-bf8c-101d89172cc1,Everyone,"[3, 4, 5]"
d11df311-edef-462a-97e4-7a5b8e891848,Timothy,"[1, 2, 3, 4, 5]"
59aabdfc-70d3-49a8-9974-b251134ff09a,I (myself),"[1, 2, 3]"
59aabdfc-70d3-49a8-9974-b251134ff09a,My daughter,"[1, 2, 3, 4, 5]"
d25657ff-f3b3-4bd7-a5c2-6f0c61b88f0d,Matt,"[1, 2, 3, 4, 5]"
d25657ff-f3b3-4bd7-a5c2-6f0c61b88f0d,Matt's daddy,"[2, 3, 5]"
d25657ff-f3b3-4bd7-a5c2-6f0c61b88f0d,Matt's mother,"[4, 5]"
5d6d5bfa-376d-4208-bbca-07b79062d077,Roommate,"[1, 5]"
5d6d5bfa-376d-4208-bbca-07b79062d077,Roommate's girlfiriend,"[2]"
5d6d5bfa-376d-4208-bbca-07b79062d077,Tom,"[1, 2, 3, 4, 5]"
36a15375-e8db-49f8-8acb-88dbb38e192e,Cathy,"[1, 2, 3, 4, 5]"
36a15375-e8db-49f8-8acb-88dbb38e192e,Cathy's friends,"[2]"
80c71445-3e5e-41fa-8b75-11f42970ab90,Peter,"[2, 3, 4, 5]"
80c71445-3e5e-41fa-8b75-11f42970ab90,Katelyn,"[1, 2, 3, 4, 5]"
03f2f802-ddf4-4c8f-b873-0c7577d35fba,I (myself),"[1, 2, 3, 4, 5]"
dbb071e7-d1ee-45c8-bcdf-8f8e17f94c00,Liz,"[1, 2, 4, 5]"
82e4f468-95c9-458d-822f-c8031cb10601,I (myself),"[1, 2, 3, 4, 5]"
840dd66d-2697-42ec-9021-85a9d0f6468b,Bill's older brother,"[1]"
840dd66d-2697-42ec-9021-85a9d0f6468b,Bill,"[1, 2, 3, 4, 5]"
840dd66d-2697-42ec-9021-85a9d0f6468b,Girl,"[4, 5]"
056c13ac-1e78-4001-8209-ee16794be084,Andrea,"[1, 3, 5]"
c4174e02-87b4-42f0-9557-68770a71dac6,People,"[4]"
c4174e02-87b4-42f0-9557-68770a71dac6,Car dealer,"[1, 2, 3, 4, 5]"
a7335171-9630-4d3d-ab08-f8bd4ac50244,Tim,"[1, 3, 4, 5]"
a7335171-9630-4d3d-ab08-f8bd4ac50244,Friends,"[4]"
a7335171-9630-4d3d-ab08-f8bd4ac50244,Girls,"[4]"
b6d2505c-7dd3-4e7d-b7c6-478df58545f8,Damien,"[1, 2, 3, 4, 5]"
b6d2505c-7dd3-4e7d-b7c6-478df58545f8,Leila,"[1, 2, 3]"
b6d2505c-7dd3-4e7d-b7c6-478df58545f8,Grandfather,"[5]"
7b3db63b-dc60-4402-8d2f-0ff280da22d9,Helmet,"[1, 2]"
7b3db63b-dc60-4402-8d2f-0ff280da22d9,Bike,"[3]"
7b3db63b-dc60-4402-8d2f-0ff280da22d9,Todd,"[1, 2, 3, 4, 5]"
1c375490-bad9-4228-aa89-ca0bcc33d7e8,Mac,"[1, 3, 4, 5]"
1c375490-bad9-4228-aa89-ca0bcc33d7e8,Mac's son,"[3, 4, 5]"
2aa39d7f-0484-49f2-8991-3e030a934560,I (myself),"[1, 3, 4, 5]"
2aa39d7f-0484-49f2-8991-3e030a934560,Eve,"[1, 2, 3, 4, 5]"
c3ce30e5-fdd7-49c2-93b2-b0be8c039522,Chris,"[1, 2, 3, 4, 5]"
c3ce30e5-fdd7-49c2-93b2-b0be8c039522,Wife,"[1, 2, 3, 4, 5]"
c3ce30e5-fdd7-49c2-93b2-b0be8c039522,Doctor,"[2]"
5dc85540-4131-4611-bc06-c545697a8a55,I (myself),"[1, 2, 4, 5]"
5dc85540-4131-4611-bc06-c545697a8a55,The doctor,"[4, 5]"
5dc85540-4131-4611-bc06-c545697a8a55,My wife,"[2]"
5286dea9-0f78-4bf5-ab0b-6e03cfaeddcc,Teacher,"[4]"
5286dea9-0f78-4bf5-ab0b-6e03cfaeddcc,Mom,"[2, 3]"
5286dea9-0f78-4bf5-ab0b-6e03cfaeddcc,Howard,"[1, 2, 3, 4, 5]"
9c6dae6f-f91f-4ba4-af11-c96ff1a23036,Lasko johnson,"[1, 2, 3, 4, 5]"
9c6dae6f-f91f-4ba4-af11-c96ff1a23036,Doctor,"[3]"
